2;Здравствуйте, я был бы рад, если бы при багах программы, очищалась ОЗУ моего устройства.
2;Сделать что-то на подобии черновиков, чтобы если какой то сбой не приходилось все заново печатать. 
2;Добрый день, месяц назад менял пароль и забыл его, можно восстановить доступ к аккаунту?
2;Забыл пароль, нужно его сменить, помогите пожалуйста
2;Хочу сменить пароль от своего аккаунта
2;Техподдержка
2;Напишите мне мой пароль который я забыл
2;При вводе пароля сайт пишит что пароль не верный
2;Нужно сменить систему вхождения в социальную сеть 
2;Ввожу правильный пароль, а говорит, что 
2;Смену пароля невозможно осуществить 
2;Повторять запрос позже, когда сайт лег
2;Надо сменить пароль, не запускается программа 
2;Иногда не открывается сайт(проблема неизвестная)
2;Пароль правильный, но говорит, что 
2;Забыл пароль
2;Забыл пароль от аккаунта. 
2;Смените пароль от моего аккаунта на sveta111
2;Сменить адрес электронной почты
2;Не могу получить доступ на учетную запись
2;надо удалить дублирующие записи для одного пользователя
2;как получить доступ и проверить работоспособность  доменного имени с пользовательской учеткой
2;Пишу с аккаунта друга , потому что мой аккаунт взломали, он под логином
2;Нужно изменить пароль учетной записи в связи с утерей предыдущего
2;Запрос на автоматическое обновление страницы, при ошибке сайта 
2;Надо вывести окошко с запросом ввернутся обратно.
2;Смена пароля
2;Доброе утро, требуется очистить кэш в базах данных на всех серверах, т.к. работа с базами данных стала затруднительна из за ожидания выполнения запросов пользователей.
2;Прошу вас изменить адрес моей почты. При регистрации совершил ошибку .
2;все работает исправно
2;Добрый вечер, иногда при входе в свой аккаунт появляется чёрный экран, могли вы исправить данную проблему?
2;При смене пароля программа почему-то угрожает мне потерей аккаунта. 
2;Не могу запустить программу, нерабочий ярлык.
2;Добавить функцию для отправления одного сообщения нескольким людям
2;Не могу выполнить тест по причине того, что он не открывается.
2;Не удаётся восстановить пароль.
2;Здраствуйет, при попытки подтвердить номер, смс не приходит 
2;Добрый вечер, из-за переезда поменялся ip, меня блокирует в приложение 
2;Быстрая кнопка возвращения в главное меню при возникновении какой либо проблемы
2;Не могу зарегистрироваться: ввёл логин и пароль, но они не сохраняются и аккаует не создаётся. 
2;Исправьте проблему, не сворачивается окно ПО
2;Смените почтовый ящик, привязанный к этому аккаунту. 
2;Сменить пароль от  маил ру и одноклассники на 
2;Хотелось бы иметь возможность задействовать электронную почту при отправлении сообщений. 
2;Смените , пожалуйста, логин пользователя, т.к. я вышла замуж и теперь другая фамилия
2;Перестала запускаться программа сканера
2;не открывается почта, раньше работала
2;Очередь печати заполнена, не работает сервис
2;Потерял доступ к аккаунту 
2;Все пошло не так, после ввода пароля вылетает 
2;Добрый вечер,я бы хотел сменить полные данные от своей страницы
2;Здравствуйте, при запуске программы выходит иконка 
2;Здравствуйте, вылетела программа и не открывается, что можно сделать? 
2;Не доступен сервер
2;Настройки профиля
2;Настройки профиля
2;Перезагрузка сайта
2;Сохранение пароля
2;У сожаление, не отображается страница, устраните ошибку 
2;Не прикрепляется файл при отправке сообщений
2;Не получается авторизоваться, хочу сменить пароль
2;Не могу зайти в общий документ, у которого свободный доступ
2;Не открывается ссылка 
2;Дата в календаре неправильна , и из за этого не работает программа, как устранить проблему ?
2;Добавьте, пожалуйста, расписание экзаменов и зачетов 
2;На сайте данные обновляются с большой задержкой
2;При нажатии на ссылку закрывается диалоговое окно, как решить эту проблему ?
2;Вчера добавил новость на свой профиль, сегодня она пропала у всех, исправьте пожалуйста
2;Создание бекаплв базы данных
2;Не запускается программа 
2;Не определяется сеть
2;можете поменять пароль на моём аккаунте, я забыл свой старый
2;Добрый день, не могли бы вы отсортировать скриншоты, фотки экрана и картинки от обычных фоток в галерее
2;Обновите ПО на системах управления освещением
2;Проверьте работоспособность всех функций программного обеспечения
2;Обновите пароли всем пользователям нашей компании которые используют ваш сервис, в целях безопасности
2;Не запускается фотошоп после обновления
2;После установки не дает возможности регистрации и ввода имеющегося пользователя. Пишет, что проблемы с подключение к сети. Другие программы в интернет заходят. Проблем с интернетом нет. Что можно сделать, чтобы исправить
2;Звонки, не работают ни при исходящем, ни при входящем вызове. Переустановка приложения ничего не изменила.
2;почему ссылка на сайт перестала работать?
2;Не работает видео звонок. Не вижу собеседника и нет звука вообще. Тест эхо тоже не работает. Настройки телефона проверила,все в порядке
2;Перестали работать звонки с телефона. Захожу в звонок, вижу участников, время идёт, но звука нет, меня в звонке другие тоже не видят.
2;Здравствуйте, меня взломали, не могу получить доступ к свой учетной записи, вот мои данные ...
2;не приходит код авторизации на телефон
2;Откройте доступ к данным с аккаунта только моим друзьям
2;исключите мой аккаунт из общей рассылки
2;не корректно отображается время на сайте (не для моего часового пояса)
2;не могу зайти с телефона, сайт не открывается
2;не приходит сообщение для подтверждения личности на указанную мною почту
2;ошибка 404 периодически вылезает при загрузке сайта
2;хотел бы сменить пароль для доступа к моим файлам, для безопасности
2;пожалуйста, можете создать мне аккаунт, я дам вам все необходимые данные
2;можете прислать мне ссылку на мой профиль, чтобы я скинул её другу?
2;удалите определённого человека из списка моих другей
2;я изменил почту, так как прошлую взломали, куда мне написать новую, чтобы получать уведомления?
2;очистите весь список моих друзей, я создаю новый аккаунт
2;как удалить пользователя из группы, я не могу найти эту кнопку
2;После обновления ПО, не могу вести логин, пишет что неправильно, как решить данную проблему ?
2;Не работает ссылка на сайт 
2;Здравствуйте, как добавить автоответчик в игнор?
2;Здравствуйте, слетела вёрстка шаблона печатной формы
2;Восстанавливал пароль нажал на кнопку войти через vk. теперь просят зарегаться по новой. Как вернуть старую почту?
2;Помогите удалить профиль на вашем сайте, не могу найти данную кнопку, срочно
2;Нужно исправить данные в моем профиле, т.к. сменил паспорт
2;Помогите с проблемой запуска программы, запуск с помощью администратора не помогает, выходит ошибка «недостаточно прав»
2;Нужно срочно поменять пароль при входе в Windows, как это сделать?
2;Как поменять языковую раскладку на клавиатуре, помогите срочно
2;Помогите исправить ошибку «неверный путь или коренной раздел»
2;Дома почта работает исправно и ОЧЕНЬ давно. Хотел продублировать на рабочем компьютере, но выяснилось, что напрочь забыл пароль и ответ на вопрос. Как быть?
2;не выводит страницу авторизации при нажатии на 
2;после ввода логина и пароля ничего не происходит, пропадает окно авторизации, но на свой профиль я не попадаю
2;не приходят уведомления о сообщениях от друзей и прочие
2;не получается зайти на главную страницу сайта, долго грузит
2;дайте мне полные права администратора своей страницы и всех групп, которые я создал
2;как отфильтровать сообщения по дате?
2;как отключить автозапуск вашего приложения?
2;Где можно скачать полную версию вашего приложения со всеми функциями
2;почему мне не приходят  уведомления с сайтов, на которых я оставлял свою почту?
2;как запретить сайтам присылать уведомления?
2;на вашем сайте у меня сохранились данные для входа, я ничего не менял, однако при входе пишет, что данные неверные
2;я нажал сброс настроек, как вернуть назад с моими настройками
2;видео не воспроизводится а загружается на компьютер
2;как установить расширения браузера?
2;Прошу предоставить доступ к отправлению преподавателям сообщений не только по предоставленной платформе, но и по почте
2;Прошу сделать запуск программы доступным без введения пороля, сразу помле нажатия иконки платформы (пароль от платформы был заранее сохранен) 
2;Нужно поменять пароль от учтённой запси на рабочем компьютере
2;Нужно настроить доступ к учтённой записи
